City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,novodvinsk,64.4165,40.8122,-7.14,93,100,4.1,RU,1707073049
363,qarazhal,48.0078,70.7903,-4.98,93,100,5.65,KZ,1707073049
364,sokoni,-6.4333,39.55,28.5,75,92,6.32,TZ,1707073049
365,lincheng,19.9078,109.6858,21.39,90,0,2.71,CN,1707073049
366,lander,42.833,-108.7307,2.77,84,0,3.09,US,1707073050
367,aoulef,26.9667,1.0833,16.69,27,0,6.59,DZ,1707073050
368,dolores,-36.3132,-57.6792,29.12,26,8,6.7,AR,1707073050
369,akrehamn,59.2667,5.1833,5.79,70,75,12.86,NO,1707073050
370,bukama,-9.2,25.85,22.66,93,100,0.29,CD,1707073050
371,acarau,-2.8856,-40.12,30.48,65,40,9.58,BR,1707072943
372,mbandaka,0.0487,18.2603,30.81,36,100,1.39,CD,1707073051
373,marsh harbour,26.5412,-77.0636,22.71,66,100,8.05,BS,1707073051
374,gobernador virasora,-28.05,-56.0333,36.69,51,60,1.79,AR,1707073051
375,ahiri,19.4,80.0167,22.18,40,0,1.06,IN,1707073052
376,kiunga,-6.1219,141.2906,23.14,100,86,0.96,PG,1707073052
377,fort bragg,35.139,-79.006,13.14,40,0,4.63,US,1707073052
378,sherwood,34.8151,-92.2243,11.1,95,100,4.02,US,1707073052
379,cabo san lucas,22.8909,-109.9124,25.34,56,0,2.24,MX,1707073053
380,dzhangala,49.2167,50.3333,1.87,100,100,8.79,KZ,1707073053
381,marataizes,-21.0433,-40.8244,26.63,80,100,4.68,BR,1707072914
382,lamitan city,6.6608,122.1408,26.98,80,0,1.35,PH,1707073053
383,chul'man,56.8479,124.9104,-39.82,100,71,0.52,RU,1707073053
384,robore,-18.3333,-59.75,27.44,66,100,3.33,BO,1707073054
385,nadym,65.5333,72.5167,-16.79,97,100,2.41,RU,1707073054
386,magistral'nyy,56.1725,107.4458,-16.52,98,98,0.92,RU,1707073054
387,bredy,52.4153,60.3411,-3.74,95,100,8.29,RU,1707073054
388,kostomuksha,64.571,30.5767,-8.31,95,100,4.02,RU,1707073055
389,thunder bay,48.4001,-89.3168,2.99,86,0,2.57,CA,1707072764
390,remire-montjoly,4.9167,-52.2667,32.02,66,20,5.66,GF,1707073055
391,ilebo,-4.3167,20.5833,23.22,94,96,1.03,CD,1707073055
392,la paz,-16.5,-68.15,16.99,41,40,6.17,BO,1707072859
393,hadibu,12.65,54.0333,25.38,73,22,5.11,YE,1707073056
394,yur'yev-pol'skiy,56.5,39.6833,-0.2,91,100,3.56,RU,1707073056
395,carutapera,-1.195,-46.02,29.98,64,20,4.37,BR,1707073056
396,shiloh,38.5614,-89.8973,11.47,61,75,4.12,US,1707073056
397,badger,64.8,-147.5333,-22.33,64,40,0.0,US,1707073057
398,vorgashor,67.5833,63.95,-16.84,91,100,1.11,RU,1707073057
399,santa isabel,-23.3156,-46.2214,23.61,81,100,3.45,BR,1707073057
400,syktyvkar,61.6764,50.8099,-13.15,85,40,3.0,RU,1707072947
401,kol'tsovo,54.9376,83.1825,-1.34,93,100,7.76,RU,1707073057
402,glace bay,46.1969,-59.957,0.25,98,100,11.32,CA,1707073058
403,fish town,5.1964,-7.8756,26.85,75,100,3.02,LR,1707073058
404,mushie,-3.0167,16.9,27.72,64,99,1.59,CD,1707073058
405,ar rutbah,33.0381,40.2848,10.7,62,47,3.78,IQ,1707073058
406,carbonear,47.7332,-53.2148,2.3,92,100,10.29,CA,1707073059
407,raiganj,25.6167,88.1167,15.92,46,8,1.19,IN,1707073059
408,ongjin,37.9347,125.3619,1.04,89,100,4.48,KP,1707073059
409,altai,46.3722,96.2583,-20.33,76,0,1.19,MN,1707073059
410,manavgat,36.7867,31.4431,12.57,63,100,2.45,TR,1707073059
411,north shore,-36.8,174.75,19.08,67,1,0.45,NZ,1707073059
412,muynoq,43.7683,59.0214,2.0,79,100,5.15,UZ,1707073060
413,tapes,-30.6733,-51.3958,26.61,76,100,1.03,BR,1707073060
414,illela,13.7292,5.2975,23.25,14,5,4.99,NG,1707073060
415,kindia,10.0569,-12.8658,28.55,28,100,1.77,GN,1707073060
416,sandnessjoen,66.0217,12.6316,-0.88,93,75,2.57,NO,1707073061
417,tanumah,27.1,44.1333,13.59,31,100,5.8,SA,1707073061
418,heber springs,35.4915,-92.0313,10.4,96,100,3.92,US,1707073061
419,queenstown,-31.8976,26.8753,18.38,81,93,2.91,ZA,1707073061
420,ciudad melchor muzquiz,27.8833,-101.5167,19.66,11,0,5.14,MX,1707073061
421,turbat,26.0023,63.044,20.17,35,3,1.82,PK,1707073062
422,igrim,63.1906,64.4162,-24.79,100,79,2.2,RU,1707073062
423,conceicao da barra,-18.5933,-39.7322,28.5,62,29,3.47,BR,1707073062
424,opuwo,-18.0607,13.84,23.25,70,100,2.39,NA,1707073062
425,daru,-9.0763,143.2092,25.95,91,100,3.18,PG,1707073062
426,nagqu,31.5,92.0,-5.79,26,100,9.63,CN,1707073063
427,richards bay,-28.783,32.0377,23.99,84,67,3.25,ZA,1707073063
428,torghay,49.6339,63.4981,-2.91,93,99,7.41,KZ,1707073063
429,progreso,21.2833,-89.6667,31.06,65,25,5.2,MX,1707073063
430,zhangye,38.9342,100.4517,-5.13,55,0,0.11,CN,1707073064
431,mancio lima,-7.6142,-72.8958,31.04,66,75,3.09,BR,1707073064
432,myskhako,44.6714,37.7433,7.88,88,100,9.36,RU,1707073064
433,nouadhibou,20.931,-17.0347,28.99,14,19,0.51,MR,1707073065
434,hola,51.5377,23.1902,6.1,78,100,8.4,PL,1707073065
435,bimbo,4.2567,18.4158,28.01,22,21,1.06,CF,1707073065
436,ballina,-28.8667,153.5667,23.21,73,88,3.94,AU,1707073065
437,pathein,16.7833,94.7333,22.08,56,48,5.03,MM,1707073065
438,svetlyy,54.675,20.1347,6.31,88,100,13.49,RU,1707073066
439,kobayashi,31.9833,130.9833,12.1,100,100,1.27,JP,1707073066
440,pangkalanbuun,-2.6833,111.6167,24.13,96,100,0.95,ID,1707072877
441,arsen'yev,44.1631,133.2733,-24.28,99,77,0.38,RU,1707073066
442,nampula,-15.1165,39.2666,25.97,83,20,2.24,MZ,1707073067
443,amalapuram,16.5833,82.0167,21.12,92,0,0.94,IN,1707073067
444,kone,-21.0595,164.8658,25.98,92,98,2.66,NC,1707073067
445,pingdingshan,33.7385,113.3012,-8.65,98,54,1.52,CN,1707072938
446,maine soroa,13.2114,12.0241,20.87,15,9,3.89,NE,1707073068
447,revda,56.801,59.9303,-17.44,100,95,1.39,RU,1707073068
448,peterhead,57.5058,-1.7981,8.22,83,100,6.9,GB,1707073068
449,pader palwo,2.8006,33.135,24.66,60,89,1.94,UG,1707073068
450,vodnyy,63.5046,53.4095,-18.1,93,44,3.39,RU,1707073069
451,muromtsevo,56.3724,75.2418,-7.47,94,100,5.29,RU,1707073069
452,happy valley-goose bay,53.3168,-60.3315,-17.83,60,20,1.54,CA,1707073069
453,geraldton,-28.7667,114.6,17.23,72,45,8.23,AU,1707073069
454,pacific grove,36.6177,-121.9166,16.15,80,100,16.09,US,1707073070
455,oyama,36.3,139.8,6.44,51,98,1.9,JP,1707073070
456,moranbah,-22.0016,148.0466,23.27,77,100,3.26,AU,1707073070
457,holualoa,19.6228,-155.9522,21.91,73,20,0.0,US,1707073070
458,port lincoln,-34.7333,135.8667,16.89,69,100,6.69,AU,1707073070
459,aljezur,37.3191,-8.8033,13.16,76,100,1.13,PT,1707073070
460,wynyard,-41.0,145.7167,17.21,80,90,3.14,AU,1707073071
461,calabozo,8.9242,-67.4293,37.47,29,93,2.75,VE,1707072844
462,porto tolle,44.9497,12.3245,10.39,75,100,1.36,IT,1707073071
463,cockburn town,21.4612,-71.1419,25.98,61,75,5.66,TC,1707073072
464,crane,31.3974,-102.3501,15.57,17,0,11.78,US,1707073072
465,dryden,49.7833,-92.7503,0.16,100,100,2.06,CA,1707073072
466,ringsted,55.4426,11.7901,6.92,89,100,10.97,DK,1707073072
467,mumford,5.2618,-0.759,26.97,80,63,4.61,GH,1707073072
468,boende,-0.2167,20.8667,26.49,56,73,1.44,CD,1707073072
469,mineiros,-17.5694,-52.5511,24.73,72,100,4.13,BR,1707073073
470,robertsport,6.7533,-11.3686,27.57,83,100,4.94,LR,1707073073
471,kastsyukovichy,53.3516,32.0506,0.63,92,100,5.91,BY,1707073073
472,manokwari,-0.8667,134.0833,25.52,85,100,2.25,ID,1707073073
473,jaguaribe,-5.8906,-38.6219,38.53,21,3,4.81,BR,1707073073
474,galliano,29.4422,-90.2992,20.56,50,1,6.22,US,1707073074
475,cooper's town,26.8667,-77.5167,22.6,67,100,7.7,BS,1707073074
476,doha,25.2867,51.5333,17.99,45,0,7.2,QA,1707073005
477,pisco,-13.7,-76.2167,27.03,65,0,5.14,PE,1707073074
478,san antonio de pale,-1.4014,5.6325,28.2,78,40,2.71,GQ,1707073075
479,safi,32.1667,-8.8333,15.6,38,100,2.51,MA,1707073075
480,colonia,50.9333,6.95,12.12,83,100,8.23,DE,1707072782
481,turpan,42.9333,89.1667,0.41,48,87,1.11,CN,1707073075
482,ambon,-3.6954,128.1814,27.27,14,40,0.51,ID,1707073075
483,rikaze,29.25,88.8833,-1.18,28,2,0.63,CN,1707073076
484,vorkuta,67.5,64.0,-16.82,92,100,1.31,RU,1707073076
485,liuhe,42.2401,125.7172,-20.4,98,100,1.65,CN,1707073076
486,kavieng,-2.5744,150.7967,28.47,78,96,3.45,PG,1707073076
487,bratsk,56.1325,101.6142,-15.73,99,68,2.44,RU,1707073077
488,johor bahru,1.4655,103.7578,26.95,90,75,3.6,MY,1707073077
489,kalmunai,7.4167,81.8167,25.56,86,94,2.24,LK,1707073077
490,ad dilam,23.9915,47.1627,14.23,31,100,4.4,SA,1707073077
491,bhinmal,25.0,72.25,18.55,89,64,2.59,IN,1707073077
492,jeju city,33.5097,126.5219,10.96,87,100,11.32,KR,1707073078
493,arno,60.1167,18.6333,0.44,75,2,5.31,SE,1707073078
494,pesqueira,-8.3578,-36.6964,32.87,27,9,4.82,BR,1707073078
495,owen sound,44.5672,-80.9435,4.42,82,6,0.89,CA,1707073078
496,aral,40.5156,81.2636,-1.62,54,100,0.67,CN,1707073079
497,saurimo,-9.6608,20.3916,18.93,93,98,1.51,AO,1707073079
498,yilan,24.757,121.753,16.95,93,71,2.29,TW,1707073079
499,howrah,22.5892,88.3103,18.0,77,4,0.0,IN,1707073079
500,harper,4.375,-7.7169,28.14,76,100,4.3,LR,1707073079
501,keningau,5.3378,116.1602,21.82,99,100,0.71,MY,1707073080
502,meybod,32.2501,54.0166,7.01,21,0,2.42,IR,1707073080
503,atherton,53.5237,-2.4935,12.49,77,100,4.92,GB,1707073080
504,belmonte,-15.8631,-38.8828,28.39,67,57,3.53,BR,1707073080
505,juan griego,11.0817,-63.9655,33.07,40,52,4.63,VE,1707073080
506,greymouth,-42.4667,171.2,12.66,87,95,2.49,NZ,1707073081
507,phalaborwa,-23.943,31.1411,27.6,61,89,3.32,ZA,1707073081
508,novaya igirma,57.1334,103.9112,-21.67,100,95,1.93,RU,1707073081
509,kirkland lake,48.1446,-80.0377,3.16,60,100,1.03,CA,1707073081
510,oamaru,-45.0784,170.9801,16.26,64,20,3.92,NZ,1707073081
511,sagar,23.8333,78.7167,17.31,59,46,2.19,IN,1707073082
512,seka,17.9285,103.9552,23.26,50,0,0.46,TH,1707073082
513,las palmas de gran canaria,28.0997,-15.4134,23.07,16,100,2.57,ES,1707073082
514,punakha,27.5837,89.8598,8.79,96,99,0.42,BT,1707073082
515,villanueva,15.3167,-88.0,33.55,38,20,1.54,HN,1707073036
516,dangriga,16.9692,-88.2321,27.68,70,0,4.77,BZ,1707073083
517,neiafu,-18.65,-173.9833,26.38,94,40,0.0,TO,1707073083
518,nyurba,63.2842,118.3319,-35.27,100,25,1.47,RU,1707073083
519,palmer,42.1584,-72.3287,5.92,40,0,4.63,US,1707073083
520,huanren,41.2647,125.3667,-13.05,85,100,1.67,CN,1707073084
521,orumiyeh,37.5527,45.0761,-1.25,74,40,1.03,IR,1707073084
522,fuling,29.7022,107.3919,4.48,91,90,1.32,CN,1707073084
523,labytnangi,66.6572,66.4183,-16.09,95,100,1.78,RU,1707073084
524,hotan,37.0997,79.9269,-2.26,74,100,2.14,CN,1707073085
525,caleta de carquin,-11.0925,-77.6267,26.58,71,94,3.94,PE,1707073085
526,nueva gerona,21.8833,-82.8,28.04,66,3,8.25,CU,1707073085
527,gornyy,55.1153,83.9059,-3.19,92,100,8.82,RU,1707073086
528,wailea,19.8858,-155.123,20.89,91,75,1.54,US,1707073086
529,el obeid,13.1842,30.2167,20.05,17,5,5.27,SD,1707073086
530,guaruja,-23.9931,-46.2564,28.92,35,20,1.54,BR,1707073086
531,karatau,43.1667,70.4667,-2.83,91,91,1.96,KZ,1707073086
532,maitum,6.0392,124.4986,25.16,83,47,1.7,PH,1707073087
533,ghatanji,20.1333,78.3167,24.81,35,0,1.38,IN,1707073087
534,butembo,0.15,29.2833,18.09,65,97,1.15,CD,1707073087
535,feijo,-8.1642,-70.3536,29.58,77,99,1.48,BR,1707072795
536,nicoya,10.1483,-85.452,34.01,36,70,4.28,CR,1707073087
537,mutsu,41.2894,141.2169,-2.0,65,47,5.07,JP,1707073088
538,muroto-misakicho,33.2833,134.15,9.86,81,100,10.43,JP,1707073088
539,hirara,24.8,125.2833,23.15,94,100,6.17,JP,1707073088
540,east london,-33.0153,27.9116,23.52,100,75,3.6,ZA,1707073088
541,siracusa,37.0881,15.2792,14.33,50,0,0.77,IT,1707072826
542,kinchil,20.9167,-89.95,31.04,37,69,4.25,MX,1707073089
543,dem'yanovo,60.3511,47.0842,-11.9,94,100,4.22,RU,1707073089
544,midvagur,62.0511,-7.1939,1.46,64,100,6.17,FO,1707073089
545,kabare,-2.4683,28.8242,16.87,93,100,0.24,CD,1707073090
546,ajdabiya,30.7554,20.2263,14.64,59,52,3.93,LY,1707073090
547,puerto aysen,-45.4,-72.7,20.98,59,10,1.92,CL,1707073090
548,pecan plantation,32.3604,-97.6756,15.81,78,12,8.23,US,1707073090
549,belen,36.4891,36.2233,6.89,100,100,0.75,TR,1707073091
550,darwin,-12.4611,130.8418,27.99,88,75,4.12,AU,1707072583
551,park forest village,40.8067,-77.9169,9.26,42,0,1.34,US,1707073091
552,taltal,-25.4,-70.4833,23.19,75,16,1.59,CL,1707073091
553,solleftea,63.1667,17.2667,-4.08,81,100,4.56,SE,1707073092
554,conception bay south,47.4999,-52.9981,1.91,96,100,10.09,CA,1707073092
555,malango,-2.9627,119.9001,20.66,97,100,1.32,ID,1707073092
556,mar del plata,-38.0023,-57.5575,21.08,61,20,5.14,AR,1707072910
557,behbahan,30.5959,50.2417,10.28,52,0,2.92,IR,1707073093
558,la'ie,21.6477,-157.9253,22.98,67,81,7.6,US,1707073093
559,kayangel,8.0823,134.7173,27.65,79,100,8.11,PW,1707073093
560,xucheng,20.35,110.1288,20.53,95,14,4.6,CN,1707073093
561,mejit,10.2753,170.8646,26.24,77,53,8.49,MH,1707073094
562,lang son,21.8333,106.7333,18.34,92,100,1.86,VN,1707073094
563,kruisfontein,-34.0033,24.7314,22.16,77,93,1.26,ZA,1707073094
564,quesnel,52.9999,-122.5029,-7.72,73,0,1.54,CA,1707073094
565,tokmok,42.8417,75.3016,-3.36,71,98,1.76,KG,1707073095
566,port macquarie,-31.4333,152.9167,22.72,88,97,6.55,AU,1707073032
567,mahajanga,-15.7167,46.3167,28.01,83,20,1.54,MG,1707073095
568,amherst,41.3978,-82.2224,9.37,78,2,1.79,US,1707073095
569,solnechnyy,50.7214,136.6319,-27.21,98,23,1.58,RU,1707073095
570,el calafate,-50.3408,-72.2768,19.63,52,75,8.68,AR,1707073096
571,kailua-kona,19.6406,-155.9956,24.17,73,40,3.6,US,1707072810
572,sinop,41.7711,34.8709,3.51,91,100,2.55,TR,1707073096
573,sassandra,4.95,-6.0833,28.39,76,87,3.89,CI,1707073096
574,pokhara,28.2333,83.9833,12.43,61,100,0.29,NP,1707072976
575,balikpapan,-1.2675,116.8289,24.55,100,20,2.57,ID,1707073097
576,nova xavantina,-14.6667,-52.35,24.92,81,99,2.25,BR,1707073097
577,fisterra,42.9049,-9.2629,12.64,82,83,0.3,ES,1707073098
578,qujing,25.4833,103.7833,5.68,65,0,2.68,CN,1707073098
579,puerto lempira,15.2667,-83.7667,29.08,70,20,4.12,HN,1707073098
580,calvinia,-31.4707,19.776,24.33,32,3,3.38,ZA,1707073098
